step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,fraud_likelihood_audio,fraud_likelihood_text,type_encoded
263,PAYMENT,2405.65,C0011219,69174.88,66769.23000000001,C0009572,78590.07,80995.72,0,0,0.1,0.1,0
254,CASH_IN,1504.57,C0019293,60831.79,59327.22,C0034874,57915.17,59419.74,0,0,0.1,0.1,3
614,DEBIT,5372.11,C0015868,18914.77,13542.66,C0005463,90801.18,96173.29,0,0,0.1,0.1,4
268,CASH_IN,782.69,C0028676,62787.2,62004.509999999995,C0023552,4074.61,4857.3,0,0,0.1,0.1,3
436,CASH_IN,2081.77,C0034142,69169.12,67087.34999999999,C0032150,84925.97,87007.74,0,0,0.1,0.1,3
586,TRANSFER,942.6,C0009135,62192.13,61249.53,C0032392,2958.97,3901.5699999999997,0,1,0.1,0.1,1
635,PAYMENT,4097.33,C0021237,33966.23,29868.9,C0037181,52201.01,56298.340000000004,0,0,0.1,0.1,0
569,CASH_IN,691.59,C0010010,57536.37,56844.780000000006,C0012974,11468.83,12160.42,0,0,0.1,0.1,3
239,TRANSFER,1911.27,C0002416,99194.54,97283.26999999999,C0027559,12295.6,14206.87,0,1,0.1,0.1,1
122,DEBIT,853.11,C0028192,80742.52,79889.41,C0035468,32231.7,33084.81,0,0,0.1,0.1,4
301,DEBIT,2900.7,C0033912,48130.77,45230.07,C0003609,89539.46,92440.16,0,0,0.1,0.1,4
367,DEBIT,753.08,C0009317,8227.33,7474.25,C0023576,44201.47,44954.55,0,0,0.1,0.1,4
143,CASH_IN,2498.39,C0012761,65344.98,62846.590000000004,C0011742,72376.64,74875.03,0,0,0.1,0.1,3
52,CASH_OUT,458.91,C0022412,91939.42,91480.51,C0009659,70693.64,71152.55,0,1,0.1,0.1,2
463,DEBIT,3092.43,C0004561,20142.7,17050.27,C0016881,25631.54,28723.97,0,0,0.1,0.1,4
29,TRANSFER,3655.3,C0019020,25248.41,21593.11,C0001562,8917.87,12573.170000000002,0,1,0.1,0.1,1
23,TRANSFER,1515.99,C0006588,81879.69,80363.7,C0026632,69754.78,71270.77,0,1,0.1,0.1,1
343,CASH_IN,4015.19,C0009213,26862.25,22847.06,C0020065,94066.1,98081.29000000001,0,0,0.1,0.1,3
98,PAYMENT,1622.52,C0011515,48612.28,46989.76,C0000686,42441.7,44064.219999999994,0,0,0.1,0.1,0
149,DEBIT,6307.79,C0021243,64389.9,58082.11,C0005892,53293.14,59600.93,0,0,0.1,0.1,4
466,TRANSFER,127.31,C0030825,87060.06,86932.75,C0001411,47801.67,47928.979999999996,0,1,0.1,0.1,1
359,CASH_IN,1875.24,C0001120,98208.16,96332.92,C0037426,14806.46,16681.7,0,0,0.1,0.1,3
631,CASH_IN,5911.6,C0028955,42895.65,36984.05,C0018149,45166.34,51077.939999999995,0,0,0.1,0.1,3
10,CASH_OUT,1893.9,C0009623,29084.07,27190.17,C0032781,32930.97,34824.87,0,1,0.1,0.1,2
175,DEBIT,287.04,C0017260,40217.81,39930.77,C0033621,20619.5,20906.54,0,0,0.1,0.1,4
513,CASH_OUT,2488.2797129693545,C0004090,48848.95,0.0,C0011451,24079.06,24387.07,1,1,0.6250510715015704,0.66912118451198,2
488,DEBIT,4165.81,C0002379,75234.4,71068.59,C0007001,33528.54,37694.35,0,0,0.1,0.1,4
489,PAYMENT,608.96,C0030177,88260.98,87652.01999999999,C0015632,47385.83,47994.79,0,0,0.1,0.1,0
62,CASH_OUT,506.15,C0002045,55907.99,55401.84,C0034107,30532.05,31038.2,0,1,0.1,0.1,2
329,TRANSFER,3965.2,C0034086,13384.28,9419.080000000002,C0020784,35067.7,39032.899999999994,0,1,0.1,0.1,1
3,CASH_OUT,296.06,C0016163,50782.28,50486.22,C0020512,39734.61,40030.67,0,1,0.1,0.1,2
559,DEBIT,2803.47,C0032055,37789.11,34985.64,C0017364,5577.18,8380.65,0,0,0.1,0.1,4
301,PAYMENT,1907.66,C0012567,32405.66,30498.0,C0003414,54474.64,56382.3,0,0,0.1,0.1,0
223,CASH_OUT,2055.36,C0004311,13125.94,11070.58,C0035114,6525.37,8580.73,0,1,0.1,0.1,2
461,CASH_IN,459.04,C0032374,98883.05,98424.01000000001,C0024910,33484.73,33943.770000000004,0,0,0.1,0.1,3
86,PAYMENT,3797.75,C0021471,96428.25,92630.5,C0006319,48477.81,52275.56,0,0,0.1,0.1,0
534,TRANSFER,2571.18,C0033478,68990.43,66419.25,C0034843,65022.03,67593.20999999999,0,1,0.1,0.1,1
370,CASH_OUT,1944.46,C0004446,48999.01,47054.55,C0024376,80443.37,82387.83,0,1,0.1,0.1,2
610,CASH_OUT,735.4957832397887,C0031076,94385.66,0.0,C0029175,69051.36,69148.35,1,1,0.9055837982878134,0.7229305695307074,2
661,CASH_IN,10063.39,C0037471,47654.21,37590.82,C0005208,23434.95,33498.34,0,1,0.1,0.1,3
195,DEBIT,744.63,C0008574,38194.36,37449.73,C0016739,17705.78,18450.41,0,0,0.1,0.1,4
538,DEBIT,8.84,C0010440,59119.41,59110.57000000001,C0037226,45814.28,45823.119999999995,0,0,0.1,0.1,4
149,DEBIT,453.73,C0006677,26437.04,25983.31,C0034349,4879.92,5333.65,0,0,0.1,0.1,4
113,PAYMENT,9580.05,C0027122,30861.64,21281.59,C0038402,40761.12,50341.17,0,1,0.1,0.1,0
638,TRANSFER,396.07,C0017425,25129.98,24733.91,C0001126,97330.99,97727.06000000001,0,1,0.1,0.1,1
480,TRANSFER,2376.78,C0000512,92394.71,90017.93000000001,C0012397,22780.8,25157.579999999998,0,1,0.1,0.1,1
343,DEBIT,528.14,C0029258,59665.4,59137.26,C0009028,541.94,1070.08,0,0,0.1,0.1,4
611,DEBIT,1274.23,C0007567,41910.56,40636.329999999994,C0026710,9857.37,11131.6,0,0,0.1,0.1,4
478,TRANSFER,1895.14,C0032654,21754.32,19859.18,C0025378,41353.2,43248.34,0,1,0.1,0.1,1
446,DEBIT,6388.71,C0034449,76770.13,70381.42,C0026840,8081.66,14470.369999999999,0,0,0.1,0.1,4
199,PAYMENT,3876.98,C0008963,59741.6,55864.619999999995,C0015872,66701.61,70578.59,0,0,0.1,0.1,0
51,CASH_OUT,2932.286999513155,C0019986,11478.39,0.0,C0024053,29581.36,30481.350000000002,1,1,0.601696568141495,0.5264962429523778,2
736,TRANSFER,2540.51,C0024777,71017.46,68476.95000000001,C0025885,69841.44,72381.95,0,1,0.1,0.1,1
132,CASH_IN,6.08,C0039366,37152.67,37146.59,C0017878,81038.76,81044.84,0,0,0.1,0.1,3
226,CASH_OUT,1720.34,C0024765,58129.8,56409.46000000001,C0027977,96360.43,98080.76999999999,0,1,0.1,0.1,2
706,PAYMENT,691.57,C0039465,82312.14,81620.56999999999,C0035337,23174.55,23866.12,0,0,0.1,0.1,0
576,TRANSFER,659.24,C0035613,72586.74,71927.5,C0028765,3487.87,4147.11,0,1,0.1,0.1,1
149,DEBIT,3744.12,C0006759,29978.14,26234.02,C0037294,54801.52,58545.64,0,0,0.1,0.1,4
184,TRANSFER,2801.97,C0027683,78076.31,75274.34,C0012085,11312.74,14114.71,0,1,0.1,0.1,1
550,DEBIT,166.43,C0012121,80516.67,80350.24,C0030780,38005.98,38172.41,0,0,0.1,0.1,4
257,DEBIT,757.69,C0020001,64673.37,63915.68,C0021469,78936.76,79694.45,0,0,0.1,0.1,4
169,CASH_OUT,3457.262291481646,C0018185,23792.64,0.0,C0019744,6968.31,7753.610000000001,1,1,0.7939892169905378,0.9316021894450155,2
384,DEBIT,326.85,C0031554,62285.73,61958.880000000005,C0022404,7070.27,7397.120000000001,0,0,0.1,0.1,4
611,CASH_OUT,425.9,C0001612,99622.75,99196.85,C0008986,90189.22,90615.12,0,1,0.1,0.1,2
342,PAYMENT,422.81,C0029760,27171.36,26748.55,C0038876,95405.93,95828.73999999999,0,0,0.1,0.1,0
195,DEBIT,481.15,C0003640,12611.3,12130.15,C0009509,42366.07,42847.22,0,0,0.1,0.1,4
325,CASH_IN,523.55,C0005512,73694.17,73170.62,C0030777,54217.0,54740.55,0,0,0.1,0.1,3
677,CASH_IN,665.8,C0014602,68510.39,67844.59,C0007778,41888.54,42554.340000000004,0,0,0.1,0.1,3
350,DEBIT,8309.37,C0001640,85826.67,77517.3,C0006067,77062.19,85371.56,0,1,0.1,0.1,4
44,PAYMENT,1396.43,C0039453,2168.49,772.0599999999997,C0030853,65583.87,66980.29999999999,0,0,0.1,0.1,0
281,DEBIT,453.07,C0009133,91215.48,90762.40999999999,C0029064,69959.39,70412.46,0,0,0.1,0.1,4
559,CASH_OUT,1069.4,C0031712,21280.14,20210.739999999998,C0006364,19757.95,20827.350000000002,0,1,0.1,0.1,2
623,CASH_IN,3979.43,C0034261,29157.42,25177.989999999998,C0038808,20715.37,24694.8,0,0,0.1,0.1,3
499,TRANSFER,280.06,C0025631,27628.8,27348.739999999998,C0028203,85124.84,85404.9,0,1,0.1,0.1,1
184,CASH_OUT,2853.29,C0013577,81339.2,78485.91,C0017144,65618.54,68471.82999999999,0,1,0.1,0.1,2
88,DEBIT,1868.97,C0010716,25184.08,23315.11,C0003403,97313.21,99182.18000000001,0,0,0.1,0.1,4
699,PAYMENT,5689.96,C0020443,14793.43,9103.470000000001,C0011753,64098.04,69788.0,0,0,0.1,0.1,0
349,DEBIT,419.8,C0005323,98341.84,97922.04,C0029522,63394.15,63813.950000000004,0,0,0.1,0.1,4
326,TRANSFER,1338.63,C0013592,55263.4,53924.770000000004,C0039956,78868.75,80207.38,0,1,0.1,0.1,1
91,DEBIT,1070.28,C0020302,90565.4,89495.12,C0020711,3636.61,4706.89,0,0,0.1,0.1,4
43,DEBIT,64.76,C0017944,53637.61,53572.85,C0008706,61030.02,61094.78,0,0,0.1,0.1,4
247,PAYMENT,1459.42,C0013459,66344.1,64884.68000000001,C0024778,71437.26,72896.68,0,0,0.1,0.1,0
235,DEBIT,536.31,C0003452,62847.45,62311.14,C0012009,93823.15,94359.45999999999,0,0,0.1,0.1,4
326,CASH_OUT,779.79,C0015137,30717.07,29937.28,C0022751,14349.72,15129.509999999998,0,1,0.1,0.1,2
525,TRANSFER,6690.35,C0035541,36969.16,30278.810000000005,C0037342,62983.48,69673.83,0,1,0.1,0.1,1
55,CASH_IN,1225.06,C0023619,87958.2,86733.14,C0037943,31524.34,32749.4,0,0,0.1,0.1,3
532,TRANSFER,1138.97,C0009245,6489.88,5350.91,C0015815,4738.42,5877.39,0,1,0.1,0.1,1
248,PAYMENT,608.29,C0038612,19540.05,18931.76,C0027732,1066.37,1674.6599999999999,0,0,0.1,0.1,0
220,DEBIT,678.12,C0019764,99877.09,99198.97,C0029204,39218.76,39896.880000000005,0,0,0.1,0.1,4
590,TRANSFER,680.41,C0002163,10911.64,10231.23,C0037183,42998.84,43679.25,0,1,0.1,0.1,1
536,DEBIT,257.35,C0020957,37677.94,37420.590000000004,C0021750,8105.06,8362.41,0,0,0.1,0.1,4
415,PAYMENT,316.37,C0018179,34490.12,34173.75,C0000536,77593.24,77909.61,0,0,0.1,0.1,0
478,PAYMENT,2738.65,C0019304,64485.47,61746.82,C0017701,78858.82,81597.47,0,0,0.1,0.1,0
245,CASH_OUT,2103.18,C0034261,89187.66,87084.48000000001,C0023540,16428.03,18531.21,0,1,0.1,0.1,2
111,CASH_OUT,911.89,C0008067,36534.58,35622.69,C0033873,90493.98,91405.87,0,1,0.1,0.1,2
609,CASH_IN,1804.37,C0003863,77741.35,75936.98000000001,C0029801,66653.83,68458.2,0,0,0.1,0.1,3
335,PAYMENT,4051.35,C0011486,76456.3,72404.95,C0000248,90636.97,94688.32,0,0,0.1,0.1,0
499,PAYMENT,5031.72,C0014885,41754.59,36722.869999999995,C0033533,54572.79,59604.51,0,0,0.1,0.1,0
421,DEBIT,271.02,C0010278,81355.27,81084.25,C0001014,92191.25,92462.27,0,0,0.1,0.1,4
174,CASH_IN,2799.05,C0031053,95078.52,92279.47,C0014114,55997.54,58796.590000000004,0,0,0.1,0.1,3
585,CASH_IN,225.92,C0031959,65265.58,65039.66,C0026472,77793.72,78019.64,0,0,0.1,0.1,3
592,CASH_OUT,3274.6,C0022811,15817.08,12542.48,C0003983,14600.87,17875.47,0,1,0.1,0.1,2
641,DEBIT,1260.13,C0026280,18355.76,17095.629999999997,C0039686,38955.75,40215.88,0,0,0.1,0.1,4
350,CASH_OUT,2411.92,C0017994,13069.87,10657.95,C0025423,85196.13,87608.05,0,1,0.1,0.1,2
287,PAYMENT,95.47,C0023637,98361.31,98265.84,C0006802,23066.81,23162.280000000002,0,0,0.1,0.1,0
456,CASH_OUT,21672.821374060935,C0024879,80524.59,0.0,C0018616,85555.47,90480.72,1,1,0.823755658212679,0.7530108066524759,2
604,DEBIT,243.73,C0023909,85654.37,85410.64,C0003148,74922.42,75166.15,0,0,0.1,0.1,4
125,CASH_IN,3022.38,C0028949,31084.62,28062.239999999998,C0000638,572.72,3595.1000000000004,0,0,0.1,0.1,3
645,TRANSFER,10509.767859342366,C0001646,85738.8,0.0,C0017304,90827.41,91909.7,1,1,0.606116219676827,0.7450365138878323,1
464,CASH_IN,1018.69,C0021604,32641.61,31622.920000000002,C0010091,21496.31,22515.0,0,0,0.1,0.1,3
657,DEBIT,749.5,C0036302,4793.43,4043.9300000000003,C0002545,61309.73,62059.23,0,0,0.1,0.1,4
367,DEBIT,4037.7,C0024872,78669.94,74632.24,C0036915,22752.25,26789.95,0,0,0.1,0.1,4
110,TRANSFER,172.46,C0015814,89832.11,89659.65,C0027972,62625.21,62797.67,0,1,0.1,0.1,1
194,PAYMENT,824.14,C0006201,73792.39,72968.25,C0022459,69999.53,70823.67,0,0,0.1,0.1,0
670,CASH_IN,1022.08,C0033025,94459.04,93436.95999999999,C0024154,12817.7,13839.78,0,0,0.1,0.1,3
578,CASH_OUT,8064.52,C0022363,27016.87,18952.35,C0015871,43545.04,51609.56,0,1,0.1,0.1,2
116,CASH_OUT,2572.81,C0039734,90758.65,88185.84,C0004862,83971.44,86544.25,0,1,0.1,0.1,2
9,CASH_IN,105.46,C0017585,90337.62,90232.15999999999,C0004183,45089.1,45194.56,0,0,0.1,0.1,3
631,DEBIT,391.35,C0025363,84953.1,84561.75,C0023748,99327.9,99719.25,0,0,0.1,0.1,4
375,PAYMENT,1134.79,C0033482,89231.76,88096.97,C0010815,53199.08,54333.87,0,0,0.1,0.1,0
428,DEBIT,281.9,C0039792,4766.13,4484.2300000000005,C0000823,8611.16,8893.06,0,0,0.1,0.1,4
534,TRANSFER,455.62,C0038646,27033.8,26578.18,C0000229,57736.66,58192.280000000006,0,1,0.1,0.1,1
80,CASH_IN,3617.81,C0022942,95369.23,91751.42,C0003745,80424.73,84042.54,0,0,0.1,0.1,3
666,PAYMENT,484.48,C0018690,5678.0,5193.52,C0031973,64574.91,65059.39000000001,0,0,0.1,0.1,0
374,DEBIT,3250.97,C0024812,12122.69,8871.720000000001,C0014243,35678.5,38929.47,0,0,0.1,0.1,4
13,PAYMENT,336.09,C0024875,33363.87,33027.780000000006,C0007185,86114.31,86450.4,0,0,0.1,0.1,0
506,PAYMENT,885.75,C0005333,60541.87,59656.12,C0012091,50471.4,51357.15,0,0,0.1,0.1,0
19,TRANSFER,2149.26,C0018342,31234.21,29084.949999999997,C0018927,66839.52,68988.78,0,1,0.1,0.1,1
704,PAYMENT,64.0,C0035358,69414.76,69350.76,C0006627,76094.77,76158.77,0,0,0.1,0.1,0
614,PAYMENT,355.33,C0036329,39279.6,38924.27,C0028983,9000.11,9355.44,0,0,0.1,0.1,0
639,PAYMENT,2441.97,C0006121,53482.14,51040.17,C0038356,36747.45,39189.42,0,0,0.1,0.1,0
644,TRANSFER,1128.22,C0017988,85077.4,83949.18,C0008010,21639.65,22767.870000000003,0,1,0.1,0.1,1
188,TRANSFER,1486.17,C0003754,60447.78,58961.61,C0025654,35434.39,36920.56,0,1,0.1,0.1,1
48,TRANSFER,1861.59,C0020142,91242.36,89380.77,C0039216,69325.24,71186.83,0,1,0.1,0.1,1
109,DEBIT,966.26,C0008555,86328.59,85362.33,C0008656,11104.75,12071.01,0,0,0.1,0.1,4
741,PAYMENT,1036.87,C0026105,54889.59,53852.719999999994,C0008145,37540.19,38577.060000000005,0,0,0.1,0.1,0
550,DEBIT,3555.16,C0021610,26453.35,22898.19,C0036312,67293.54,70848.7,0,0,0.1,0.1,4
79,CASH_OUT,3048.62,C0025580,67553.26,64504.63999999999,C0025457,77777.54,80826.15999999999,0,1,0.1,0.1,2
152,PAYMENT,3243.59,C0008195,59541.48,56297.89,C0009431,3890.89,7134.48,0,0,0.1,0.1,0
575,PAYMENT,1487.99,C0034366,90371.23,88883.23999999999,C0025852,9294.51,10782.5,0,0,0.1,0.1,0
408,CASH_OUT,896.67,C0020653,7486.33,6589.66,C0009843,83017.9,83914.56999999999,0,1,0.1,0.1,2
139,TRANSFER,5070.396722213826,C0004150,28465.1,0.0,C0035762,82121.85,83401.95000000001,1,1,0.7954674557360857,0.9762056471075267,1
580,DEBIT,131.55,C0018326,22559.73,22428.18,C0016098,92301.74,92433.29000000001,0,0,0.1,0.1,4
664,DEBIT,41.81,C0007485,33626.91,33585.100000000006,C0033950,87880.79,87922.59999999999,0,0,0.1,0.1,4
269,CASH_OUT,293.41,C0025288,18514.2,18220.79,C0019140,77039.67,77333.08,0,1,0.1,0.1,2
269,PAYMENT,10.7,C0005037,58641.88,58631.18,C0025795,91277.1,91287.8,0,0,0.1,0.1,0
621,DEBIT,2366.62,C0004006,96283.74,93917.12000000001,C0033557,33855.74,36222.36,0,0,0.1,0.1,4
202,PAYMENT,3869.37,C0026727,58372.93,54503.56,C0039313,84591.07,88460.44,0,0,0.1,0.1,0
659,PAYMENT,184.88,C0029201,52082.96,51898.08,C0012463,31507.27,31692.15,0,0,0.1,0.1,0
738,DEBIT,1713.55,C0016593,77763.52,76049.97,C0030190,39616.68,41330.23,0,0,0.1,0.1,4
7,CASH_IN,4100.05,C0016258,71964.24,67864.19,C0020115,93216.89,97316.94,0,0,0.1,0.1,3
170,TRANSFER,3926.77,C0022075,52761.7,48834.93,C0007177,27022.56,30949.33,0,1,0.1,0.1,1
214,CASH_OUT,4872.78,C0015965,66618.43,61745.649999999994,C0023675,96700.16,101572.94,0,1,0.1,0.1,2
78,TRANSFER,1023.02,C0023043,88207.7,87184.68,C0025421,25594.45,26617.47,0,1,0.1,0.1,1
65,CASH_OUT,278.02,C0001530,81566.51,81288.48999999999,C0026954,42579.27,42857.28999999999,0,1,0.1,0.1,2
657,CASH_IN,3723.61,C0010879,17414.39,13690.779999999999,C0010763,51913.86,55637.47,0,0,0.1,0.1,3
672,TRANSFER,1254.15,C0018640,74399.53,73145.38,C0027563,80161.44,81415.59,0,1,0.1,0.1,1
538,CASH_IN,4190.8,C0019417,72306.08,68115.28,C0020164,70291.56,74482.36,0,0,0.1,0.1,3
267,CASH_IN,2868.06,C0021165,86963.67,84095.61,C0019750,64350.47,67218.53,0,0,0.1,0.1,3
352,TRANSFER,1702.1,C0035593,22112.14,20410.04,C0029282,70696.45,72398.55,0,1,0.1,0.1,1
736,DEBIT,1057.55,C0013982,93935.24,92877.69,C0016511,67503.54,68561.09,0,0,0.1,0.1,4
414,CASH_OUT,202.01,C0019373,17016.63,16814.620000000003,C0030691,75675.99,75878.0,0,1,0.1,0.1,2
566,TRANSFER,345.22,C0003988,84462.96,84117.74,C0024114,6763.37,7108.59,0,1,0.1,0.1,1
492,TRANSFER,2160.93,C0036123,3472.15,1311.2200000000003,C0005186,51891.78,54052.71,0,1,0.1,0.1,1
689,TRANSFER,2179.38,C0002770,25996.61,23817.23,C0012987,67239.01,69418.39,0,1,0.1,0.1,1
37,TRANSFER,1093.5,C0008186,21615.6,20522.1,C0016425,2375.35,3468.85,0,1,0.1,0.1,1
432,CASH_OUT,608.23,C0035426,44629.46,44021.229999999996,C0012196,48008.74,48616.97,0,1,0.1,0.1,2
459,CASH_OUT,4613.85,C0028383,696.07,0.0,C0034876,28478.74,33092.590000000004,0,1,0.1,0.1,2
529,DEBIT,5278.14,C0036149,43083.5,37805.36,C0012237,84178.06,89456.2,0,0,0.1,0.1,4
318,CASH_OUT,5259.04,C0028240,77704.14,72445.1,C0015772,90431.42,95690.45999999999,0,1,0.1,0.1,2
702,CASH_IN,841.63,C0030236,23062.27,22220.64,C0038318,16728.54,17570.170000000002,0,0,0.1,0.1,3
634,CASH_OUT,878.28,C0000829,94999.76,94121.48,C0034423,55595.24,56473.52,0,1,0.1,0.1,2
122,PAYMENT,2827.16,C0005111,73508.16,70681.0,C0018109,85529.8,88356.96,0,0,0.1,0.1,0
242,CASH_OUT,4455.253101809239,C0036548,32562.11,0.0,C0016180,87307.61,88584.68000000001,1,1,0.7899818129070106,0.9100663026565037,2
497,PAYMENT,1143.43,C0023837,6295.11,5151.679999999999,C0015255,58211.66,59355.090000000004,0,0,0.1,0.1,0
564,TRANSFER,263.65,C0023745,54751.43,54487.78,C0025695,34955.54,35219.19,0,1,0.1,0.1,1
498,PAYMENT,1012.46,C0026945,18254.67,17242.21,C0015870,41980.25,42992.71,0,0,0.1,0.1,0
134,PAYMENT,428.99,C0009678,33798.86,33369.87,C0018352,33465.86,33894.85,0,0,0.1,0.1,0
634,TRANSFER,1391.15,C0017076,1742.74,351.5899999999999,C0018970,83879.63,85270.78,0,1,0.1,0.1,1
250,CASH_OUT,6177.85,C0001992,58589.04,52411.19,C0007265,66584.91,72762.76000000001,0,1,0.1,0.1,2
585,TRANSFER,5235.29,C0028859,93529.18,88293.89,C0008867,83679.21,88914.5,0,1,0.1,0.1,1
586,PAYMENT,708.44,C0000121,90276.23,89567.79,C0033173,19465.42,20173.859999999997,0,0,0.1,0.1,0
447,PAYMENT,217.56,C0001606,27689.76,27472.199999999997,C0005489,84860.69,85078.25,0,0,0.1,0.1,0
552,PAYMENT,112.21,C0016471,45018.19,44905.98,C0029405,43122.47,43234.68,0,0,0.1,0.1,0
556,TRANSFER,3576.69,C0001532,38427.8,34851.11,C0012911,95899.13,99475.82,0,1,0.1,0.1,1
623,CASH_IN,7394.77,C0023785,66626.5,59231.729999999996,C0006640,19789.12,27183.89,0,0,0.1,0.1,3
610,TRANSFER,11468.904655943674,C0031658,9453.48,0.0,C0026863,83770.77,85301.59000000001,1,1,0.8850823443863305,0.9080826161888746,1
201,PAYMENT,332.39,C0031185,6221.46,5889.07,C0003954,29623.6,29955.989999999998,0,0,0.1,0.1,0
495,DEBIT,4339.12,C0014800,5261.2,922.0799999999999,C0000545,65124.56,69463.68,0,0,0.1,0.1,4
554,TRANSFER,448.04,C0039416,38715.04,38267.0,C0005519,77987.21,78435.25,0,1,0.1,0.1,1
644,CASH_IN,3530.57,C0035545,28626.34,25095.77,C0019932,63473.86,67004.43000000001,0,0,0.1,0.1,3
663,CASH_IN,2042.02,C0019171,10996.67,8954.65,C0001987,66746.15,68788.17,0,0,0.1,0.1,3
497,CASH_IN,95.37,C0022971,17394.93,17299.56,C0031844,89836.91,89932.28,0,0,0.1,0.1,3
556,PAYMENT,3797.73,C0016347,57198.42,53400.689999999995,C0034990,21155.27,24953.0,0,0,0.1,0.1,0
515,CASH_IN,1038.99,C0022907,26308.51,25269.519999999997,C0037013,57627.38,58666.369999999995,0,0,0.1,0.1,3
552,CASH_OUT,8386.972366019969,C0011553,92985.43,0.0,C0038478,31811.2,33029.48,1,1,0.691751326045488,0.8227264208069638,2
388,CASH_IN,669.38,C0013933,83188.42,82519.04,C0019109,18446.0,19115.38,0,0,0.1,0.1,3
605,TRANSFER,258.67,C0038367,89631.34,89372.67,C0039559,4956.4,5215.07,0,1,0.1,0.1,1
681,CASH_OUT,1209.87,C0025154,27469.82,26259.95,C0003069,55724.44,56934.310000000005,0,1,0.1,0.1,2
9,DEBIT,2959.95,C0033441,12901.6,9941.650000000001,C0031669,77104.14,80064.09,0,0,0.1,0.1,4
172,CASH_OUT,830.28,C0039971,72469.55,71639.27,C0018368,66957.16,67787.44,0,1,0.1,0.1,2
637,PAYMENT,256.91,C0025035,66941.38,66684.47,C0038170,26028.89,26285.8,0,0,0.1,0.1,0
437,CASH_OUT,280.82,C0021041,41961.54,41680.72,C0002991,55796.83,56077.65,0,1,0.1,0.1,2
494,CASH_IN,1418.88,C0034657,87411.3,85992.42,C0012133,36659.45,38078.329999999994,0,0,0.1,0.1,3
175,TRANSFER,103.91,C0019193,52378.07,52274.159999999996,C0014393,71300.0,71403.91,0,1,0.1,0.1,1
219,TRANSFER,3860.37,C0029873,24010.81,20150.440000000002,C0038654,65531.25,69391.62,0,1,0.1,0.1,1
25,TRANSFER,5031.43,C0000478,83164.5,78133.07,C0027409,94421.05,99452.48000000001,0,1,0.1,0.1,1
197,CASH_OUT,699.3,C0037432,72835.12,72135.81999999999,C0018209,91631.64,92330.94,0,1,0.1,0.1,2
535,DEBIT,2821.65,C0038858,82831.01,80009.36,C0007595,4990.29,7811.9400000000005,0,0,0.1,0.1,4
434,DEBIT,6356.42,C0039182,58005.63,51649.21,C0022289,96188.87,102545.29,0,0,0.1,0.1,4
109,PAYMENT,1929.34,C0039775,45673.94,43744.600000000006,C0006087,38690.08,40619.42,0,0,0.1,0.1,0
602,TRANSFER,2878.14,C0035929,69689.72,66811.58,C0025153,67790.55,70668.69,0,1,0.1,0.1,1
610,CASH_OUT,1.0,C0008830,4518.83,4518.03,C0019265,54681.02,54681.82,0,1,0.1,0.1,2
369,CASH_IN,520.8,C0029835,28773.35,28252.55,C0000565,84512.01,85032.81,0,0,0.1,0.1,3
263,PAYMENT,9187.0,C0012499,48390.5,39203.5,C0005731,88693.31,97880.31,0,1,0.1,0.1,0
348,CASH_OUT,339.05,C0019869,34483.1,34144.049999999996,C0002904,74125.76,74464.81,0,1,0.1,0.1,2
73,TRANSFER,804.62,C0026432,9267.86,8463.24,C0014155,23042.6,23847.219999999998,0,1,0.1,0.1,1
404,CASH_IN,284.22,C0024890,45364.88,45080.659999999996,C0000726,43002.41,43286.630000000005,0,0,0.1,0.1,3
529,CASH_OUT,759.51,C0016221,35456.87,34697.36,C0000053,80581.99,81341.5,0,1,0.1,0.1,2
474,DEBIT,3162.36,C0034022,27623.58,24461.22,C0027230,69040.41,72202.77,0,0,0.1,0.1,4
92,DEBIT,20.94,C0022316,52194.2,52173.259999999995,C0024717,30771.4,30792.34,0,0,0.1,0.1,4
137,TRANSFER,6.8,C0023706,68961.1,68954.3,C0037146,7235.41,7242.21,0,1,0.1,0.1,1
172,DEBIT,815.63,C0028378,78863.54,78047.90999999999,C0037127,70752.45,71568.08,0,0,0.1,0.1,4
355,TRANSFER,2671.26,C0011869,29115.22,26443.96,C0007012,982.34,3653.6000000000004,0,1,0.1,0.1,1
299,PAYMENT,376.09,C0025881,67241.02,66864.93000000001,C0025315,13024.54,13400.630000000001,0,0,0.1,0.1,0
366,TRANSFER,4657.46,C0039653,18423.23,13765.77,C0023845,13028.98,17686.44,0,1,0.1,0.1,1
738,DEBIT,1017.31,C0021458,42125.83,41108.520000000004,C0007454,15628.39,16645.7,0,0,0.1,0.1,4
455,CASH_OUT,117.04,C0035235,82603.78,82486.74,C0014189,83600.89,83717.93,0,1,0.1,0.1,2
349,TRANSFER,70.71,C0007565,60171.24,60100.53,C0032494,53804.68,53875.39,0,1,0.1,0.1,1
88,TRANSFER,3992.02,C0033125,72860.09,68868.06999999999,C0000566,84944.62,88936.64,0,1,0.1,0.1,1
527,CASH_OUT,3974.37,C0000062,24050.32,20075.95,C0023164,93982.81,97957.18,0,1,0.1,0.1,2
568,CASH_OUT,2889.82,C0017077,93471.86,90582.04,C0023404,26816.93,29706.75,0,1,0.1,0.1,2
